id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,url,hashtags,query,in_reply_to_screen_name,in_reply_to_status_id,user_mention,media,lat,lng
379035014555779072,https://twitter.com/TheEconomyTrap/status/379035014555779072,2013-09-15 00:12:44+00:00,London house bubble 'threat to UK recovery' http://t.co/9wWe8UtWDd #economy,en,0,TheEconomyTrap,http://trap.it/k43kdW,economy,lang:en #economy,,,,,,
379034333513662464,https://twitter.com/SMSFCoach/status/379034333513662464,2013-09-15 00:10:01+00:00,@value_investing: Too bigger to fail? Big banks are bigger now - http://t.co/kZ8ecsMkeH #banking #gfc #economy,en,0,SMSFCoach,http://ow.ly/oQPGH,banking,lang:en #economy,value_investing,379033266172346369,value_investing,,,
379034158691278848,https://twitter.com/hriscareerworld/status/379034158691278848,2013-09-15 00:09:20+00:00,Middle Market: Increased #Investment and #Employment Growth http://t.co/4z05UyVCBV #economy #jobs #hr,en,0,hriscareerworld,http://j.mp/15QoiOi,Investment,lang:en #economy,,,,,,
379033967279607809,https://twitter.com/FollowFinanzas/status/379033967279607809,2013-09-15 00:08:34+00:00,#news UnitedHealthcare and Florida 4-H Team Up to Promote Healthy Living Among Youth at Statewide Youth... http://t.co/n8gRn4T48A #economy,en,0,FollowFinanzas,http://dlvr.it/3yqXWz,news,lang:en #economy,,,,,,
379033408103809024,https://twitter.com/BI_Australia/status/379033408103809024,2013-09-15 00:06:21+00:00,RT @Alex_Carrick: “Canada’s New Home Starts in August Drifted Lower” http://t.co/3CePXNH3GD #economy #construction #business #finance,en,3,BI_Australia,http://tinyurl.com/mlty8jk,economy,lang:en #economy,,,Alex_Carrick,,,
379033300641525760,https://twitter.com/ConstructionVam/status/379033300641525760,2013-09-15 00:05:55+00:00,RT @Alex_Carrick: “Canada’s New Home Starts in August Drifted Lower” http://t.co/3CePXNH3GD #economy #construction #business #finance,en,3,ConstructionVam,http://tinyurl.com/mlty8jk,economy,lang:en #economy,,,Alex_Carrick,,,
379033263568093184,https://twitter.com/JohnMccay4/status/379033263568093184,2013-09-15 00:05:46+00:00,RT @Alex_Carrick: “Canada’s New Home Starts in August Drifted Lower” http://t.co/3CePXNH3GD #economy #construction #business #finance,en,3,JohnMccay4,http://tinyurl.com/mlty8jk,economy,lang:en #economy,,,Alex_Carrick,,,
379033151940870144,https://twitter.com/Alex_Carrick/status/379033151940870144,2013-09-15 00:05:20+00:00,“Canada’s New Home Starts in August Drifted Lower” http://t.co/3CePXNH3GD #economy #construction #business #finance,en,3,Alex_Carrick,http://tinyurl.com/mlty8jk,economy,lang:en #economy,,,,,,
379032981249081344,https://twitter.com/SeedBomz4Change/status/379032981249081344,2013-09-15 00:04:39+00:00,RT @nandaUganda: Lucrative Crab Industry in Danger http://t.co/5aUGoIQpcL #Alaska #fishing #oceans #climateChange #jobs #economy #foodSecur…,en,3,SeedBomz4Change,http://apps.seattletimes.com/reports/sea-change/2013/sep/11/alaska-crab-industry/,Alaska,lang:en #economy,,,nandaUganda,,,
379032586778976257,https://twitter.com/metanoik/status/379032586778976257,2013-09-15 00:03:05+00:00,"More buses, street lights: how to make India safer for women - The Guardian http://t.co/8aqhDQFZA6 #economy",en,0,metanoik,http://dlvr.it/3yqVJd,economy,lang:en #economy,,,,,,
379032584031703040,https://twitter.com/metanoik/status/379032584031703040,2013-09-15 00:03:04+00:00,Japan launches affordable space rocket - http://t.co/GlnflaqXUd http://t.co/TO9xCcLOn9 #economy,en,0,metanoik,http://Aljazeera.com,economy,lang:en #economy,,,,,,
379032562154606592,https://twitter.com/howlaura/status/379032562154606592,2013-09-15 00:02:59+00:00,"""#Happiness recedes as we stretch our hands to the material #wealth we #desire."" - Humanizing the #Economy, John Restakis @SFUCED",en,0,howlaura,,Happiness,lang:en #economy,,,SFUCED,,,
379030851125645313,https://twitter.com/metanoik/status/379030851125645313,2013-09-14 23:56:11+00:00,Former LU President Warch dies - http://t.co/LrcKTZdkis http://t.co/GJNDMYoMFq #economy,en,0,metanoik,http://Fox11online.com,economy,lang:en #economy,,,,,,
379030589698883585,https://twitter.com/DarrenCLee18/status/379030589698883585,2013-09-14 23:55:09+00:00,"Majority of Americans feel the #economy is no more secure than 5 years ago. 
http://t.co/NhYpaFsvYz",en,0,DarrenCLee18,http://pewrsr.ch/13S7BDw,economy,lang:en #economy,,,,,,
379030533335834625,https://twitter.com/TheLegalRNb/status/379030533335834625,2013-09-14 23:54:55+00:00,Looking forward to tweeting on the #economy and the #EU. #trade #economics #finance #publicfinance #energy #globalvision,en,0,TheLegalRNb,,economy,lang:en #economy,,,,,,
379030392449138688,https://twitter.com/TWD913/status/379030392449138688,2013-09-14 23:54:22+00:00,RT @JBucknoff: Why does the biggest corporation in the World have the second lowest wage? #greed #economy http://t.co/Dux3kWAcka,en,14,TWD913,,greed,lang:en #economy,,,JBucknoff,https://pbs.twimg.com/media/BUH7n_WIcAAcbux.jpg,,
379028822412505088,https://twitter.com/AndrewHClark/status/379028822412505088,2013-09-14 23:48:07+00:00,Shocked. RT @billpostmus: AP: US economic growth remains sluggish  http://t.co/LxLD4A6eGf #Pivot #RoseGarden via @StewSays #economy,en,0,AndrewHClark,http://yhoo.it/1biGs1o,Pivot,lang:en #economy,billpostmus,379013321686413312,billpostmus,,,
379028549484548096,https://twitter.com/information9_11/status/379028549484548096,2013-09-14 23:47:02+00:00,It is the proof of U.S. fake Mars exploration. http://t.co/AEA94GqzUg http://t.co/N58joFEKV0 #Politics #CNN #Economy #ABC #BBC #FOX,en,0,information9_11,http://bit.ly/18bndWI,Politics,lang:en #economy,,,,,,
379027779339038720,https://twitter.com/all_latestnews/status/379027779339038720,2013-09-14 23:43:59+00:00,"#economy Japan to switch off nuclear power, may be some time before it's on again: By Osamu Tsukimori TOKYO (R... http://t.co/AMy53yYifo",en,0,all_latestnews,http://q.gs/4nqBB,economy,lang:en #economy,,,,,,
379027557372686336,https://twitter.com/shiiraaryare/status/379027557372686336,2013-09-14 23:43:06+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,shiiraaryare,,debt,lang:en #economy,,,rashidgill5,,,
379025804803719168,https://twitter.com/AmandaJonesQ/status/379025804803719168,2013-09-14 23:36:08+00:00,RT @OurMilkMoney: Make a difference in the #economy but changing your #purchasing behaviors http://t.co/qOLhhKR #money #investing #family #…,en,2,AmandaJonesQ,http://bit.ly/nVRZZy,economy,lang:en #economy,,,OurMilkMoney,,,
379025539261927424,https://twitter.com/metanoik/status/379025539261927424,2013-09-14 23:35:05+00:00,The international space station is one of humanity's great engineering ... - Washington Post (blog) http://t.co/3TBvh1ubgA #economy,en,0,metanoik,http://dlvr.it/3yqHtz,economy,lang:en #economy,,,,,,
379025537638752257,https://twitter.com/metanoik/status/379025537638752257,2013-09-14 23:35:04+00:00,Japan launches affordable space rocket - http://t.co/GlnflaqXUd http://t.co/Kpppb9odrl #economy,en,0,metanoik,http://Aljazeera.com,economy,lang:en #economy,,,,,,
379025391664775168,https://twitter.com/TLaughingMan9/status/379025391664775168,2013-09-14 23:34:29+00:00,http://t.co/tJ38ZLGkCU #DemocracyNow #RobertReich #IneqaulityForAll #Economy #1% #99% #Occupy #FightFor15,en,0,TLaughingMan9,http://www.youtube.com/watch?v=8yV_ZSmWanl,DemocracyNow,lang:en #economy,,,,,,
379025285368143872,https://twitter.com/FollowFinanzas/status/379025285368143872,2013-09-14 23:34:04+00:00,"#news ""You work for Lehman? I thought that went bust"" http://t.co/HVGwIcK5SP #economy",en,0,FollowFinanzas,http://dlvr.it/3yqHKj,news,lang:en #economy,,,,,,
379025284281810945,https://twitter.com/FollowFinanzas/status/379025284281810945,2013-09-14 23:34:04+00:00,#news Hedge funds reap rewards from bet on Lehman Europe carcass http://t.co/XQHfXO7f5F #economy,en,0,FollowFinanzas,http://dlvr.it/3yqHK7,news,lang:en #economy,,,,,,
379025164518051840,https://twitter.com/TheEconomyTrap/status/379025164518051840,2013-09-14 23:33:35+00:00,House Prices Set For Significant Decline: Sun Life Exec http://t.co/8TylBjqOPN #economy,en,0,TheEconomyTrap,http://trap.it/RXGRk2,economy,lang:en #economy,,,,,,
379024534021492736,https://twitter.com/metanoik/status/379024534021492736,2013-09-14 23:31:05+00:00,Japan's 1st Epsilon Rocket Launches Into Space On Maiden Voyage - http://t.co/RUVlLbEmhS http://t.co/l4zfjom2hw #economy,en,0,metanoik,http://Space.com,economy,lang:en #economy,,,,,,
379024172783263744,https://twitter.com/camimellaa/status/379024172783263744,2013-09-14 23:29:39+00:00,Quererte es poco! #library #study #starbucks #sister #economy #physics #niceday #saturday http://t.co/nGKNyiP4MG,en,0,camimellaa,http://instagram.com/p/eQkTBXilYM/,library,lang:en #economy,,,,,,
379023710344462336,https://twitter.com/wcgirl1/status/379023710344462336,2013-09-14 23:27:49+00:00,When Good Things Happen to Bad Ideas http://t.co/bu0uaPEJ8u #AUSTERITY #unemployment #Economy,en,0,wcgirl1,http://nyti.ms/15tws1H,AUSTERITY,lang:en #economy,,,,,,
379023528856535042,https://twitter.com/Jude505/status/379023528856535042,2013-09-14 23:27:05+00:00,RT @billpostmus: AP: US economic growth remains sluggish  http://t.co/4QCDYt9jVS #Pivot #RoseGarden via @StewSays #economy,en,2,Jude505,http://yhoo.it/1biGs1o,Pivot,lang:en #economy,,,billpostmus,,,
379023433608069120,https://twitter.com/TWD913/status/379023433608069120,2013-09-14 23:26:43+00:00,"In Silicon Valley startup world, pedigree counts http://t.co/GoQFRfcTL4 #Business #Economy #Marketing #Leadership #Management #Technology",en,0,TWD913,http://news.msn.com/science-technology/in-silicon-valley-startup-world-pedigree-counts#tscptmt,Business,lang:en #economy,,,,,,
379023320848429056,https://twitter.com/metanoik/status/379023320848429056,2013-09-14 23:26:16+00:00,A Winter World Cup? Gulati Says Not So Fast - New York Times http://t.co/4y9RHCyC1F #economy,en,0,metanoik,http://dlvr.it/3yqD1Z,economy,lang:en #economy,,,,,,
379022903318024193,https://twitter.com/AllyZari/status/379022903318024193,2013-09-14 23:24:36+00:00,RT @OurMilkMoney: Make a difference in the #economy but changing your #purchasing behaviors http://t.co/qOLhhKR #money #investing #family #…,en,2,AllyZari,http://bit.ly/nVRZZy,economy,lang:en #economy,,,OurMilkMoney,,,
379022660120084480,https://twitter.com/mohamudhajji/status/379022660120084480,2013-09-14 23:23:38+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,mohamudhajji,,debt,lang:en #economy,,,rashidgill5,,,
379022079598682113,https://twitter.com/OurMilkMoney/status/379022079598682113,2013-09-14 23:21:20+00:00,Make a difference in the #economy but changing your #purchasing behaviors http://t.co/qOLhhKR #money #investing #family #income,en,2,OurMilkMoney,http://bit.ly/nVRZZy,economy,lang:en #economy,,,,,,
379021441553145857,https://twitter.com/RT3Somalia/status/379021441553145857,2013-09-14 23:18:48+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,RT3Somalia,,debt,lang:en #economy,,,rashidgill5,,,
379021074954223617,https://twitter.com/DOLLAROCRACY/status/379021074954223617,2013-09-14 23:17:20+00:00,Best week on #WallStreet since January! #BullYa to individual #investors &amp; the #economy! @nyteconomix  #usatoday #dow #nasdaq @mssenator,en,0,DOLLAROCRACY,,WallStreet,lang:en #economy,,,nyteconomix,,,
379020642148184064,https://twitter.com/IYSSE_US/status/379020642148184064,2013-09-14 23:15:37+00:00,5 years since the collapse of Lehman Brothers conditions are ripe for a new catastrophe - WSWS - http://t.co/sVDaU0rcvF #economy,en,0,IYSSE_US,http://ow.ly/oRJH6,economy,lang:en #economy,,,,,,
379020591812321280,https://twitter.com/WinThisHouse_/status/379020591812321280,2013-09-14 23:15:25+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,WinThisHouse_,,debt,lang:en #economy,,,rashidgill5,,,
379020333057339392,https://twitter.com/RTsomalia/status/379020333057339392,2013-09-14 23:14:23+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,RTsomalia,,debt,lang:en #economy,,,rashidgill5,,,
379020228132626432,https://twitter.com/Abdirizak2327/status/379020228132626432,2013-09-14 23:13:58+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,Abdirizak2327,,debt,lang:en #economy,,,rashidgill5,,,
379019749826392064,https://twitter.com/MariaVyalkova/status/379019749826392064,2013-09-14 23:12:04+00:00,#investing #economy Syrian Rebels Furious At U.S.-Russian Deal: With major deadlines now pushed of... http://t.co/9RJrtOiZMp #Investment,en,0,MariaVyalkova,http://bit.ly/1exZjaR,investing,lang:en #economy,,,,,,
379019749088186369,https://twitter.com/MariaVyalkova/status/379019749088186369,2013-09-14 23:12:04+00:00,"#investing #economy Dare To Question Argentina's Inflation Data, Prepare To Go To Jail: Back in Ap... http://t.co/lwnhYt9j7O #Investment",en,0,MariaVyalkova,http://bit.ly/167tH2J,investing,lang:en #economy,,,,,,
379019738539511808,https://twitter.com/FedUpUSA/status/379019738539511808,2013-09-14 23:12:02+00:00,RT @zerohedge Syrian Rebels Furious At U.S.-Russian Deal http://t.co/kXLrxp9oOl #economy,en,0,FedUpUSA,http://bit.ly/167tH2x,economy,lang:en #economy,,,zerohedge,,,
379019693702406144,https://twitter.com/michaelallenmar/status/379019693702406144,2013-09-14 23:11:51+00:00,"State of the Nation 
""WATCHING AMERICA BURN"" ON http://t.co/anVlvodcek
See M Martin Int'l Editor-Columns
#OWS #Occupy #Economy #Fascism #DOJ",en,0,michaelallenmar,http://DowntownLALife.com,OWS,lang:en #economy,,,,,,
379019566380490752,https://twitter.com/reganyare/status/379019566380490752,2013-09-14 23:11:21+00:00,"RT @rashidgill5: 'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #So…",en,7,reganyare,,debt,lang:en #economy,,,rashidgill5,,,
379019334016061440,https://twitter.com/EmmetPierce/status/379019334016061440,2013-09-14 23:10:25+00:00,What lies ahead for troubled NPR?  #NPR #economy #broadcasting http://t.co/bG8eblxt4b,en,0,EmmetPierce,http://n.pr/191GYMe,NPR,lang:en #economy,,,,,,
379019299257462785,https://twitter.com/rashidgill5/status/379019299257462785,2013-09-14 23:10:17+00:00,"'How not to get in #debt' guides are lies. #Capitalism, #Globalism, #FreeTrade, #Economy, #Loans, #IMF, #Bank, #Egypt, #Somalia, #Pakistan",en,7,rashidgill5,,debt,lang:en #economy,,,,,,
379019121410981888,https://twitter.com/duncancameron/status/379019121410981888,2013-09-14 23:09:35+00:00,"History of econ, soc ideas, like econ hist itself, is foundation of social science http://t.co/VgsWaq4yjd #economy",en,0,duncancameron,http://nakedkeynesianism.blogspot.ca/2013/09/hydraulic-krugman-on-wynne-godley.html,economy,lang:en #economy,,,,,46.80547262,-71.21624579
379018236324376577,https://twitter.com/PeePartyExpress/status/379018236324376577,2013-09-14 23:06:04+00:00,RT @PaulStewartII: WATCH: Gohmert spreads 12 Obamacare lies in 2 min. http://t.co/l8MqCPvPuT #ObamaCare #GoodByeGOP #Economy #Jobs #Scandal…,en,3,PeePartyExpress,http://bit.ly/17rFLyL,ObamaCare,lang:en #economy,,,PaulStewartII,,,
379018180481404930,https://twitter.com/JcT_21/status/379018180481404930,2013-09-14 23:05:50+00:00,Is it treasonous to take America's #economy hostage to get what you want after your ideas keep losing elections? #p2 http://t.co/fpgcv5S6a1,en,0,JcT_21,,economy,lang:en #economy,,,,https://pbs.twimg.com/media/BUKLBuuCUAMcBzO.jpg,,
379017454355484673,https://twitter.com/BMaiorAction/status/379017454355484673,2013-09-14 23:02:57+00:00,#15s #anniversario del #crack della #banca #LemanBrother per non dimenticare #retweet #RT #anniversary #USA #WallStreat #economy #finance,en,1,BMaiorAction,,15s,lang:en #economy,,,,,,
379017194421501952,https://twitter.com/yemmyh_/status/379017194421501952,2013-09-14 23:01:55+00:00,@hakkifirdaus then you don't want to sell? I buy something else. #BusinessTalks #Economy #CPFMoney,en,0,yemmyh_,,BusinessTalks,lang:en #economy,hakkifirdaus,378950483487887360,hakkifirdaus,,,
379017146447454208,https://twitter.com/IYSSE_US/status/379017146447454208,2013-09-14 23:01:44+00:00,5 years since the collapse of Lehman Brothers: conditions for a new catastrophe - WSWS - http://t.co/mBKiwXBuuS #WallSt #economy,en,0,IYSSE_US,http://ow.ly/oRJSo,WallSt,lang:en #economy,,,,,,
379017122166214656,https://twitter.com/timothyjoreilly/status/379017122166214656,2013-09-14 23:01:38+00:00,"RT @CatoInstitute: There are not a fixed number of jobs in the American #economy, says @alexnowrasteh: http://t.co/imP8EcEkNW #TimeIsNow #t…",en,3,timothyjoreilly,http://j.mp/1eMmn3o,economy,lang:en #economy,,,CatoInstitute,,,
379017060086718464,https://twitter.com/STrimel/status/379017060086718464,2013-09-14 23:01:23+00:00,"RT@GaryYarus: Employment down, profits up: aftermath of  #financial #crisis in 1 graph v @TheAtlantic: http://t.co/F4dt6123vn #economy",en,0,STrimel,http://sco.lt/5SnD73,financial,lang:en #economy,,,GaryYarus,,,
379015891876196352,https://twitter.com/JoannBr23791470/status/379015891876196352,2013-09-14 22:56:45+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,JoannBr23791470,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379015641681764354,https://twitter.com/MaryPerea5/status/379015641681764354,2013-09-14 22:55:45+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,MaryPerea5,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379015159441674241,https://twitter.com/dukozajihyk/status/379015159441674241,2013-09-14 22:53:50+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,dukozajihyk,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379015130660753408,https://twitter.com/9kittens/status/379015130660753408,2013-09-14 22:53:43+00:00,RT @PaulStewartII: How the stimulus remade America http://t.co/XITi5vkyvi #Stimulus #Economy #Jobs #ObamaCare #Debt #Deficit #Economics #Se…,en,1,9kittens,http://huff.to/16t42F3,Stimulus,lang:en #economy,,,PaulStewartII,,,
379014756322930688,https://twitter.com/Mz_Sasee/status/379014756322930688,2013-09-14 22:52:14+00:00,So Obama went golfing today. Goes to show where his priorities are. Sure as hell isn't on our #COUNTRY #Economy #Education or #Benghazi.,en,0,Mz_Sasee,,COUNTRY,lang:en #economy,,,,,,
379014706234544128,https://twitter.com/JackConnorHall/status/379014706234544128,2013-09-14 22:52:02+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,JackConnorHall,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379014597711101954,https://twitter.com/MargaretMarzano/status/379014597711101954,2013-09-14 22:51:36+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,MargaretMarzano,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379014507118755840,https://twitter.com/PaulStewartII/status/379014507118755840,2013-09-14 22:51:14+00:00,The stimulus didn't fail; it remade America http://t.co/UMBC1SGzLM #Stimulus #Economy #Jobs #ObamaCare #Debt #Deficit #Economics #Sequester,en,0,PaulStewartII,http://huff.to/16t43Zv,Stimulus,lang:en #economy,,,,,,
379013965478506496,https://twitter.com/MaanNewsAgency/status/379013965478506496,2013-09-14 22:49:05+00:00,#economy PM: Govt committed to private sector http://t.co/2qMT6VLcQG #palestine,en,0,MaanNewsAgency,http://bit.ly/16q1yaj,economy,lang:en #economy,,,,,,
379013826613501952,https://twitter.com/paradimeshift/status/379013826613501952,2013-09-14 22:48:32+00:00,"#AlQaeda threaten to deatroy US #economy! #Obama &amp; #Bernanke say ""get in line!""",en,0,paradimeshift,,AlQaeda,lang:en #economy,,,,,,
379013751384440832,https://twitter.com/niylis/status/379013751384440832,2013-09-14 22:48:14+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,niylis,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379013700226928640,https://twitter.com/PaulStewartII/status/379013700226928640,2013-09-14 22:48:02+00:00,How the stimulus remade America http://t.co/XITi5vkyvi #Stimulus #Economy #Jobs #ObamaCare #Debt #Deficit #Economics #Sequester,en,1,PaulStewartII,http://huff.to/16t42F3,Stimulus,lang:en #economy,,,,,,
379013678374600704,https://twitter.com/Tahrirlaser/status/379013678374600704,2013-09-14 22:47:57+00:00,"RT @StrongerAmerca: @KellyAyotte Action! Answers! Accountability!
#AP
#IRS
#Iran
#Iraq
#F&amp;F
#NSA
#Jobs
#DEBT
#AFGN
#Egypt
#Korea
#Economy
#…",en,2,Tahrirlaser,,AP,lang:en #economy,,,StrongerAmerca,,,
379013588557381632,https://twitter.com/UreapWatUsow/status/379013588557381632,2013-09-14 22:47:35+00:00,RT @billpostmus: AP: US economic growth remains sluggish  http://t.co/4QCDYt9jVS #Pivot #RoseGarden via @StewSays #economy,en,2,UreapWatUsow,http://yhoo.it/1biGs1o,Pivot,lang:en #economy,,,billpostmus,,,
379013527190511616,https://twitter.com/lizzzbrown/status/379013527190511616,2013-09-14 22:47:21+00:00,Yep its poor folks fault https://t.co/yXJ37gqpCF #economy #foodstamps #SNAP  #TN #progressives #teaparty #uniteblue #progressives #ows,en,0,lizzzbrown,https://www.commondreams.org/view/2013/09/14-2#.UjTZEq35eT0.twitter,economy,lang:en #economy,,,,,,
379013321686413312,https://twitter.com/billpostmus/status/379013321686413312,2013-09-14 22:46:32+00:00,AP: US economic growth remains sluggish  http://t.co/4QCDYt9jVS #Pivot #RoseGarden via @StewSays #economy,en,2,billpostmus,http://yhoo.it/1biGs1o,Pivot,lang:en #economy,,,StewSays,,,
379013115444068352,https://twitter.com/IsraeliVeteran/status/379013115444068352,2013-09-14 22:45:43+00:00,"RT @CatoInstitute: There are not a fixed number of jobs in the American #economy, says @alexnowrasteh: http://t.co/imP8EcEkNW #TimeIsNow #t…",en,3,IsraeliVeteran,http://j.mp/1eMmn3o,economy,lang:en #economy,,,CatoInstitute,,,
379013032916946944,https://twitter.com/yxywyguk/status/379013032916946944,2013-09-14 22:45:23+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,yxywyguk,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379012516191281153,https://twitter.com/socialhits4u/status/379012516191281153,2013-09-14 22:43:20+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,socialhits4u,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379012425950838785,https://twitter.com/GlobalPigeon/status/379012425950838785,2013-09-14 22:42:58+00:00,#WSJ: Class of 2008: Hire Me http://t.co/8rgKJJw69S #economy,en,0,GlobalPigeon,http://on.wsj.com/1ggfiGd,WSJ,lang:en #economy,,,,,,
379012014712291328,https://twitter.com/sarahsmithdc/status/379012014712291328,2013-09-14 22:41:20+00:00,"RT @StrongerAmerca: @KellyAyotte Action! Answers! Accountability!
#AP
#IRS
#Iran
#Iraq
#F&amp;F
#NSA
#Jobs
#DEBT
#AFGN
#Egypt
#Korea
#Economy
#…",en,2,sarahsmithdc,,AP,lang:en #economy,,,StrongerAmerca,,,
379011612142624768,https://twitter.com/CarolynPellegr1/status/379011612142624768,2013-09-14 22:39:44+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,CarolynPellegr1,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379011376259153920,https://twitter.com/ulukipij/status/379011376259153920,2013-09-14 22:38:48+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,ulukipij,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379011274626985984,https://twitter.com/AlphaVisionary/status/379011274626985984,2013-09-14 22:38:24+00:00,"For the Best Deals in #marketing #branding #graphics #design #printing 

#rt #business #socialmedia #marketing #bizitalk #smallbiz #economy",en,4,AlphaVisionary,,marketing,lang:en #economy,,,,,,
379011053104795650,https://twitter.com/Shannon56444473/status/379011053104795650,2013-09-14 22:37:31+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,Shannon56444473,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379010894161645568,https://twitter.com/meloniwatson/status/379010894161645568,2013-09-14 22:36:53+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,meloniwatson,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379010815577169920,https://twitter.com/StrongerAmerca/status/379010815577169920,2013-09-14 22:36:34+00:00,"@KellyAyotte Action! Answers! Accountability!
#AP
#IRS
#Iran
#Iraq
#F&amp;F
#NSA
#Jobs
#DEBT
#AFGN
#Egypt
#Korea
#Economy
#Benghazi
#ObamaCare",en,2,StrongerAmerca,,AP,lang:en #economy,KellyAyotte,378987897518452736,KellyAyotte,,,
379010779321610241,https://twitter.com/MormonDems/status/379010779321610241,2013-09-14 22:36:26+00:00,Many signs point to a sustained economic recovery http://t.co/tORiWehavA #economy #p2 #betteroff #uniteblue,en,0,MormonDems,http://bit.ly/RQw4DH,economy,lang:en #economy,,,,,,
379010771524411392,https://twitter.com/KKultala/status/379010771524411392,2013-09-14 22:36:24+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,KKultala,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379010672845418496,https://twitter.com/AmandaJonesQ/status/379010672845418496,2013-09-14 22:36:00+00:00,RT @metanoik: Local doctor describes Bashar Assad before he became Syrian president - http://t.co/Vo6eNuSPt3 http://t.co/jrml4s31cb #economy,en,1,AmandaJonesQ,http://abc7.com,economy,lang:en #economy,,,metanoik,,,
379010463939309568,https://twitter.com/tyboxivyd/status/379010463939309568,2013-09-14 22:35:10+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,tyboxivyd,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
379009993380343809,https://twitter.com/JamieSpice8/status/379009993380343809,2013-09-14 22:33:18+00:00,RT @Politics_PR: This is how everyone’s been doing since the financial crisis http://t.co/1f1AlL5mEo #p2 #tcot #economy,en,66,JamieSpice8,http://ow.ly/oRrqL,p2,lang:en #economy,,,Politics_PR,,,
